event_id,entity_id,entity_type,timestamp,source_ip,geo_location,latitude,longitude,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,login_status,label,attack_type
b2405f50,USER_177,user,2026-07-28 12:05:26,198.71.230.212,London,51.5072,-0.1276,VPN,Password,20,login->vpn,Unknown_Device,Success,Attack,Impossible Travel
0cefc5eb,USER_194,user,2026-02-22 21:59:10,124.193.100.93,Mumbai,19.076,72.8777,Finance_Server,MFA,120,login->finance->hr->git->logout,Android_Device,Success,Attack,Insider Drift
5aee1328,USER_111,user,2026-08-03 03:46:41,177.39.232.103,Chennai,13.0827,80.2707,Production_Server,Token,140,login->server->finance->git->logout,iPhone16,Success,Attack,Lateral Movement
f1526425,USER_039,user,2026-05-21 08:05:22,216.70.24.237,Mumbai,19.076,72.8777,Finance_Server,MFA,120,login->finance->hr->git->logout,Ubuntu22_Lenovo,Success,Attack,Insider Drift
7ad34235,USER_046,user,2026-10-03 13:09:31,207.228.30.30,Bangalore,12.9716,77.5946,Production_Server,Token,140,login->server->finance->git->logout,Android_Device,Success,Attack,Lateral Movement
e25f818e,USER_147,user,2026-12-03 15:39:32,185.92.11.224,Unknown,0.0,0.0,Login Portal,Password,1,login,Bot_Device,Failure,Attack,Credential Stuffing
6fb54a42,USER_015,user,2026-02-09 00:42:04,50.50.56.156,Chennai,13.0827,80.2707,Payroll_DB,MFA,180,login->download->download->download->logout,MacOS_M2,Success,Attack,Low and Slow
fd43e119,USER_020,user,2026-08-07 12:32:16,132.36.173.166,London,51.5072,-0.1276,Production_Server,Token,140,login->server->finance->git->logout,Ubuntu22_Lenovo,Success,Attack,Lateral Movement
258b6fae,USER_096,user,2026-05-23 15:12:36,132.26.229.107,Hyderabad,17.385,78.4867,Finance_Server,MFA,120,login->finance->hr->git->logout,iPhone16,Success,Attack,Insider Drift
bbb241d9,USER_200,user,2026-02-15 20:53:03,54.129.63.206,Tokyo,35.6762,139.6503,Production_Server,Token,140,login->server->finance->git->logout,Windows10_HP,Success,Attack,Lateral Movement
50cd3997,USER_096,user,2026-08-03 06:49:57,1.42.48.236,Hyderabad,17.385,78.4867,Production_Server,Password,1,login,iPhone16,Failure,Attack,Brute Force
c6b30a78,USER_143,user,2026-02-28 18:03:40,164.114.37.194,London,51.5072,-0.1276,VPN,Password,20,login->vpn,Unknown_Device,Success,Attack,Impossible Travel
0a760c7d,USER_189,user,2026-12-13 01:56:02,185.92.11.217,Unknown,0.0,0.0,Login Portal,Password,1,login,Bot_Device,Failure,Attack,Credential Stuffing
9e1bfff3,USER_168,user,2026-03-05 21:16:55,185.92.11.200,Unknown,0.0,0.0,Login Portal,Password,1,login,Bot_Device,Failure,Attack,Credential Stuffing
570fcd01,USER_020,user,2026-06-07 11:34:30,163.221.51.198,London,51.5072,-0.1276,VPN,Password,1,login,Ubuntu22_Lenovo,Failure,Attack,Brute Force
c6c9681a,USER_181,user,2026-02-12 11:47:11,106.181.101.38,New York,40.7128,-74.006,Payroll_DB,MFA,180,login->download->download->download->logout,Windows10_HP,Success,Attack,Low and Slow
99231887,USER_168,user,2026-09-11 00:20:51,211.73.108.193,Hyderabad,17.385,78.4867,Engineering_Git,Password,25,login,Spoofed_Device,Success,Attack,Device Spoofing
7bb258ee,USER_002,user,2026-01-29 12:58:20,139.181.24.171,Hyderabad,17.385,78.4867,CRM,Password,25,login,Spoofed_Device,Success,Attack,Device Spoofing
2fb2007a,USER_096,user,2026-05-02 04:32:22,131.135.125.131,Hyderabad,17.385,78.4867,Finance_Server,MFA,120,login->finance->hr->git->logout,iPhone16,Success,Attack,Insider Drift
413d607f,USER_133,user,2026-01-23 16:52:54,186.63.46.222,Tokyo,35.6762,139.6503,VPN,Password,20,login->vpn,Unknown_Device,Success,Attack,Impossible Travel
7fdf3b00,USER_162,user,2026-03-14 23:58:55,202.139.19.20,Tokyo,35.6762,139.6503,Payroll_DB,MFA,180,login->download->download->download->logout,Android_Device,Success,Attack,Low and Slow
57547406,USER_129,user,2026-02-02 15:47:31,133.251.213.236,Tokyo,35.6762,139.6503,VPN,Password,25,login,Spoofed_Device,Success,Attack,Device Spoofing
ba04cb60,USER_127,user,2026-03-16 22:08:43,28.134.200.210,Pune,18.5204,73.8567,Production_Server,Token,140,login->server->finance->git->logout,Android_Device,Success,Attack,Lateral Movement
7e764e89,USER_197,user,2026-02-13 19:30:56,156.205.47.65,Pune,18.5204,73.8567,Finance_Server,Password,1,login,MacOS_M2,Failure,Attack,Brute Force
675cde49,USER_015,user,2026-08-10 18:48:58,173.149.176.21,New York,40.7128,-74.006,VPN,Password,20,login->vpn,Unknown_Device,Success,Attack,Impossible Travel
990b46cd,USER_038,user,2026-02-14 14:01:32,148.243.208.245,Mumbai,19.076,72.8777,Payroll_DB,MFA,180,login->download->download->download->logout,Windows11_HP,Success,Attack,Low and Slow
4688a53f,USER_100,user,2026-05-07 13:46:42,185.92.11.232,Unknown,0.0,0.0,Login Portal,Password,1,login,Bot_Device,Failure,Attack,Credential Stuffing
fc27b355,USER_195,user,2026-04-06 11:04:41,220.151.175.91,Singapore,1.3521,103.8198,HR_Portal,Password,25,login,Spoofed_Device,Success,Attack,Device Spoofing
6273f0dd,USER_134,user,2026-09-18 18:47:55,216.208.8.249,London,51.5072,-0.1276,HR_Portal,Password,25,login,Spoofed_Device,Success,Attack,Device Spoofing
caf155da,USER_017,user,2026-01-12 05:37:39,9.118.139.71,Pune,18.5204,73.8567,Sales_Dashboard,Password,1,login,MacOS_M2,Failure,Attack,Brute Force
246ceba1,USER_199,user,2026-07-22 05:26:52,178.166.27.120,New York,40.7128,-74.006,Finance_Server,MFA,120,login->finance->hr->git->logout,iPhone16,Success,Attack,Insider Drift
88bfb3cd,USER_081,user,2026-08-08 06:56:01,193.227.188.211,New York,40.7128,-74.006,Payroll_DB,MFA,180,login->download->download->download->logout,MacOS_M2,Success,Attack,Low and Slow
c6d7fad4,USER_060,user,2026-03-13 11:07:57,176.10.109.84,Chennai,13.0827,80.2707,HR_Portal,Password,1,login,Ubuntu22_Lenovo,Failure,Attack,Brute Force
1c949f18,USER_179,user,2026-02-18 00:14:41,210.98.26.127,London,51.5072,-0.1276,Finance_Server,MFA,120,login->finance->hr->git->logout,Android_Device,Success,Attack,Insider Drift
51596cde,USER_103,user,2026-04-05 09:11:42,185.92.11.145,Unknown,0.0,0.0,Login Portal,Password,1,login,Bot_Device,Failure,Attack,Credential Stuffing
d2b9b7f3,USER_055,user,2026-04-30 03:34:17,220.206.163.160,London,51.5072,-0.1276,VPN,Password,20,login->vpn,Unknown_Device,Success,Attack,Impossible Travel
49981aca,USER_174,user,2026-09-09 21:36:52,81.111.150.142,Tokyo,35.6762,139.6503,Payroll_DB,MFA,180,login->download->download->download->logout,iPhone16,Success,Attack,Low and Slow
a20a72e5,USER_043,user,2026-05-16 04:23:24,213.80.83.85,Pune,18.5204,73.8567,HR_Portal,Password,25,login,Spoofed_Device,Success,Attack,Device Spoofing
7e50dad2,USER_052,user,2026-01-28 10:56:56,144.244.116.176,Tokyo,35.6762,139.6503,CRM,Password,25,login,Spoofed_Device,Success,Attack,Device Spoofing
f4d6f997,USER_174,user,2026-10-14 23:37:17,100.241.189.244,Tokyo,35.6762,139.6503,Payroll_DB,Password,1,login,iPhone16,Failure,Attack,Brute Force
8aef1220,USER_151,user,2026-12-22 21:05:11,98.23.115.229,London,51.5072,-0.1276,VPN,Password,20,login->vpn,Unknown_Device,Success,Attack,Impossible Travel
2e7e0b48,USER_094,user,2026-02-02 16:09:09,155.120.239.98,Tokyo,35.6762,139.6503,VPN,Password,25,login,Spoofed_Device,Success,Attack,Device Spoofing
1557e828,USER_095,user,2026-12-19 16:39:40,22.160.202.9,Tokyo,35.6762,139.6503,Payroll_DB,MFA,180,login->download->download->download->logout,MacOS_M2,Success,Attack,Low and Slow
04c52f50,USER_005,user,2026-01-03 05:38:51,41.48.254.76,Singapore,1.3521,103.8198,Finance_Server,MFA,120,login->finance->hr->git->logout,Windows11_Dell,Success,Attack,Insider Drift
cef6cd73,USER_034,user,2026-12-08 01:49:30,53.252.188.252,Mumbai,19.076,72.8777,Employee_API,Password,1,login,Windows10_HP,Failure,Attack,Brute Force
9e8df437,USER_168,user,2026-07-11 12:42:31,65.35.153.62,Hyderabad,17.385,78.4867,Engineering_Git,Password,1,login,MacOS_M2,Failure,Attack,Brute Force
c47e5290,USER_101,user,2026-01-10 10:57:39,134.5.211.69,Delhi,28.7041,77.1025,CRM,Password,25,login,Spoofed_Device,Success,Attack,Device Spoofing
0f4c77b6,USER_081,user,2026-01-22 19:27:01,212.252.85.134,New York,40.7128,-74.006,Engineering_Git,Password,1,login,MacOS_M2,Failure,Attack,Brute Force
d270fc76,USER_060,user,2026-03-14 01:39:01,159.164.74.116,Chennai,13.0827,80.2707,HR_Portal,Password,25,login,Spoofed_Device,Success,Attack,Device Spoofing
da98248e,USER_110,user,2026-07-28 04:11:06,171.58.202.135,Tokyo,35.6762,139.6503,Finance_Server,MFA,120,login->finance->hr->git->logout,Windows11_HP,Success,Attack,Insider Drift
e21c65e6,USER_104,user,2026-01-07 14:22:38,190.161.19.209,Mumbai,19.076,72.8777,Finance_Server,MFA,120,login->finance->hr->git->logout,MacOS_M2,Success,Attack,Insider Drift
729fd4d0,USER_157,user,2026-01-29 18:09:44,138.230.62.250,New York,40.7128,-74.006,VPN,Password,20,login->vpn,Unknown_Device,Success,Attack,Impossible Travel
20ba7f35,USER_041,user,2026-12-09 23:56:31,196.139.248.186,Mumbai,19.076,72.8777,HR_Portal,Password,25,login,Spoofed_Device,Success,Attack,Device Spoofing
45d29d4e,USER_174,user,2026-08-21 23:21:15,188.101.148.88,Tokyo,35.6762,139.6503,Payroll_DB,MFA,180,login->download->download->download->logout,iPhone16,Success,Attack,Low and Slow
94dd13bd,USER_198,user,2026-10-15 03:25:59,66.184.221.58,New York,40.7128,-74.006,Finance_Server,Password,25,login,Spoofed_Device,Success,Attack,Device Spoofing
fc725722,USER_188,user,2026-01-01 02:14:22,148.64.118.209,Singapore,1.3521,103.8198,Finance_Server,Password,1,login,Android_Device,Failure,Attack,Brute Force
c52cdf57,USER_200,user,2026-05-16 11:18:28,185.92.11.92,Unknown,0.0,0.0,Login Portal,Password,1,login,Bot_Device,Failure,Attack,Credential Stuffing
08e55ede,USER_123,user,2026-01-16 07:38:53,151.48.74.32,Hyderabad,17.385,78.4867,Employee_API,Password,25,login,Spoofed_Device,Success,Attack,Device Spoofing
3fe6111a,USER_173,user,2026-06-04 13:55:05,194.126.245.62,Bangalore,12.9716,77.5946,Production_Server,Token,140,login->server->finance->git->logout,Windows11_Dell,Success,Attack,Lateral Movement
d8c810c4,USER_154,user,2026-09-25 22:36:29,185.92.11.202,Unknown,0.0,0.0,Login Portal,Password,1,login,Bot_Device,Failure,Attack,Credential Stuffing
a3c9fc11,USER_089,user,2026-08-14 09:35:20,85.210.53.32,Singapore,1.3521,103.8198,VPN,Password,20,login->vpn,Unknown_Device,Success,Attack,Impossible Travel
9fe9843b,USER_060,user,2026-02-09 23:14:35,42.31.187.183,Chennai,13.0827,80.2707,HR_Portal,Password,25,login,Spoofed_Device,Success,Attack,Device Spoofing
c0e9de3a,USER_091,user,2026-03-28 18:42:24,104.56.199.254,Chennai,13.0827,80.2707,Payroll_DB,MFA,180,login->download->download->download->logout,Android_Device,Success,Attack,Low and Slow
6c8fd33d,USER_130,user,2026-05-24 19:13:16,4.26.160.100,Hyderabad,17.385,78.4867,Finance_Server,MFA,120,login->finance->hr->git->logout,Ubuntu22_Lenovo,Success,Attack,Insider Drift
9e11bd2b,USER_115,user,2026-11-03 15:25:47,132.56.219.131,Pune,18.5204,73.8567,Production_Server,Password,1,login,Ubuntu22_Lenovo,Failure,Attack,Brute Force
1843dce6,USER_134,user,2026-06-02 12:38:24,223.152.201.36,London,51.5072,-0.1276,Production_Server,Token,140,login->server->finance->git->logout,Windows11_Dell,Success,Attack,Lateral Movement
21ccc6c9,USER_059,user,2026-05-23 09:05:10,185.92.11.91,Unknown,0.0,0.0,Login Portal,Password,1,login,Bot_Device,Failure,Attack,Credential Stuffing
79d49bf7,USER_173,user,2026-10-12 05:10:22,119.219.26.79,New York,40.7128,-74.006,VPN,Password,20,login->vpn,Unknown_Device,Success,Attack,Impossible Travel
a8235997,USER_074,user,2026-10-02 22:40:09,103.237.219.158,Chennai,13.0827,80.2707,Production_Server,Token,140,login->server->finance->git->logout,Android_Device,Success,Attack,Lateral Movement
da5022b9,USER_143,user,2026-03-10 20:34:04,169.151.217.162,Hyderabad,17.385,78.4867,Finance_Server,MFA,120,login->finance->hr->git->logout,iPhone16,Success,Attack,Insider Drift
1ef0ff8f,USER_140,user,2026-04-27 12:27:03,130.25.77.66,Delhi,28.7041,77.1025,HR_Portal,Password,1,login,Windows11_Dell,Failure,Attack,Brute Force
4ca1b678,USER_041,user,2026-01-30 18:47:22,142.47.245.229,Mumbai,19.076,72.8777,Finance_Server,MFA,120,login->finance->hr->git->logout,Windows11_HP,Success,Attack,Insider Drift
e6371efc,USER_019,user,2026-02-28 20:42:58,187.218.188.19,Chennai,13.0827,80.2707,Finance_Server,Password,25,login,Spoofed_Device,Success,Attack,Device Spoofing
cf3237cc,USER_158,user,2026-04-12 22:57:15,185.36.87.135,Hyderabad,17.385,78.4867,Finance_Server,MFA,120,login->finance->hr->git->logout,Android_Device,Success,Attack,Insider Drift
e205e596,USER_040,user,2026-06-19 01:22:06,72.93.225.168,New York,40.7128,-74.006,Payroll_DB,MFA,180,login->download->download->download->logout,Windows10_HP,Success,Attack,Low and Slow
f3d2301f,USER_176,user,2026-08-16 03:02:17,64.254.190.105,New York,40.7128,-74.006,Production_Server,Token,140,login->server->finance->git->logout,iPhone16,Success,Attack,Lateral Movement
8275ff5c,USER_082,user,2026-02-01 22:07:37,152.130.149.84,Singapore,1.3521,103.8198,VPN,Password,20,login->vpn,Unknown_Device,Success,Attack,Impossible Travel
d37687a9,USER_126,user,2026-06-22 23:19:05,185.92.11.247,Unknown,0.0,0.0,Login Portal,Password,1,login,Bot_Device,Failure,Attack,Credential Stuffing
51cb20ce,USER_086,user,2026-08-19 20:51:13,121.77.192.3,Pune,18.5204,73.8567,Finance_Server,MFA,120,login->finance->hr->git->logout,MacOS_M2,Success,Attack,Insider Drift
b5647bc9,USER_041,user,2026-07-22 20:29:12,202.140.50.92,Mumbai,19.076,72.8777,Payroll_DB,MFA,180,login->download->download->download->logout,Windows11_HP,Success,Attack,Low and Slow
a0cb96e4,USER_055,user,2026-04-14 04:40:21,178.197.69.34,New York,40.7128,-74.006,Production_Server,Token,140,login->server->finance->git->logout,Windows11_HP,Success,Attack,Lateral Movement
4ae816ef,USER_098,user,2026-03-11 14:06:30,165.228.233.227,Chennai,13.0827,80.2707,Email_Server,Password,25,login,Spoofed_Device,Success,Attack,Device Spoofing
17c34d9f,USER_007,user,2026-12-28 12:11:47,64.190.205.138,Mumbai,19.076,72.8777,Engineering_Git,Password,25,login,Spoofed_Device,Success,Attack,Device Spoofing
93b6eba4,USER_136,user,2026-06-14 03:48:08,66.195.114.210,Tokyo,35.6762,139.6503,VPN,Password,20,login->vpn,Unknown_Device,Success,Attack,Impossible Travel
47ea4eb9,USER_165,user,2026-10-06 19:00:28,86.101.98.56,Hyderabad,17.385,78.4867,VPN,Password,1,login,Windows11_Dell,Failure,Attack,Brute Force
9f62de38,USER_100,user,2026-08-25 18:21:05,106.117.160.91,Chennai,13.0827,80.2707,Email_Server,Password,1,login,Android_Device,Failure,Attack,Brute Force
e7f90cf0,USER_149,user,2026-02-20 03:08:35,47.18.0.50,New York,40.7128,-74.006,Production_Server,Token,140,login->server->finance->git->logout,Android_Device,Success,Attack,Lateral Movement
69d0a017,USER_076,user,2026-08-09 02:29:05,40.76.116.84,Mumbai,19.076,72.8777,Production_Server,Token,140,login->server->finance->git->logout,Windows11_Dell,Success,Attack,Lateral Movement
70df44ef,USER_042,user,2026-05-19 19:56:41,198.234.205.142,Singapore,1.3521,103.8198,Payroll_DB,Password,25,login,Spoofed_Device,Success,Attack,Device Spoofing
83b9d4bf,USER_025,user,2026-06-25 00:25:39,212.1.215.228,London,51.5072,-0.1276,Sales_Dashboard,Password,1,login,iPhone16,Failure,Attack,Brute Force
a92a2270,USER_168,user,2026-11-30 14:54:51,130.18.3.21,Tokyo,35.6762,139.6503,VPN,Password,20,login->vpn,Unknown_Device,Success,Attack,Impossible Travel
508f1127,USER_165,user,2026-12-12 23:08:07,196.36.125.83,Hyderabad,17.385,78.4867,Production_Server,Token,140,login->server->finance->git->logout,Windows11_Dell,Success,Attack,Lateral Movement
4e1255e3,USER_116,user,2026-05-28 22:14:01,185.92.11.255,Unknown,0.0,0.0,Login Portal,Password,1,login,Bot_Device,Failure,Attack,Credential Stuffing
15994dea,USER_147,user,2026-08-12 12:17:03,139.42.162.54,Tokyo,35.6762,139.6503,Engineering_Git,Password,25,login,Spoofed_Device,Success,Attack,Device Spoofing
a7edc92c,USER_092,user,2026-12-23 17:46:00,151.182.213.10,Hyderabad,17.385,78.4867,Employee_API,Password,1,login,iPhone16,Failure,Attack,Brute Force
aab68e61,USER_101,user,2026-10-06 04:35:06,163.173.68.216,Delhi,28.7041,77.1025,Production_Server,Token,140,login->server->finance->git->logout,iPhone16,Success,Attack,Lateral Movement
0176d0ca,USER_112,user,2026-10-26 12:03:31,194.26.102.67,London,51.5072,-0.1276,VPN,Password,20,login->vpn,Unknown_Device,Success,Attack,Impossible Travel
1242ebdf,USER_144,user,2026-09-04 00:28:54,67.200.79.146,Chennai,13.0827,80.2707,Payroll_DB,Password,25,login,Spoofed_Device,Success,Attack,Device Spoofing
e0a289e7,USER_141,user,2026-02-10 06:04:22,188.4.190.226,London,51.5072,-0.1276,Finance_Server,MFA,120,login->finance->hr->git->logout,iPhone16,Success,Attack,Insider Drift
19f3a6ff,USER_125,user,2026-12-25 08:19:20,68.83.166.126,London,51.5072,-0.1276,Engineering_Git,Password,1,login,MacOS_M2,Failure,Attack,Brute Force
440b47f5,USER_090,user,2026-03-07 12:04:35,79.31.156.101,Tokyo,35.6762,139.6503,Email_Server,Password,1,login,MacOS_M2,Failure,Attack,Brute Force
b866c46b,USER_035,user,2026-11-06 09:28:12,21.100.228.242,Tokyo,35.6762,139.6503,Email_Server,Password,25,login,Spoofed_Device,Success,Attack,Device Spoofing
e5ae8569,USER_133,user,2026-02-15 17:16:08,20.171.1.55,Pune,18.5204,73.8567,Finance_Server,MFA,120,login->finance->hr->git->logout,Ubuntu22_Lenovo,Success,Attack,Insider Drift
45845b80,USER_117,user,2026-10-02 07:48:06,141.197.213.71,Mumbai,19.076,72.8777,HR_Portal,Password,25,login,Spoofed_Device,Success,Attack,Device Spoofing
d79f8459,USER_196,user,2026-10-23 10:15:33,44.34.95.92,Bangalore,12.9716,77.5946,Finance_Server,MFA,120,login->finance->hr->git->logout,Windows11_HP,Success,Attack,Insider Drift
c7942821,USER_165,user,2026-09-06 10:47:37,82.174.17.139,Singapore,1.3521,103.8198,VPN,Password,20,login->vpn,Unknown_Device,Success,Attack,Impossible Travel
3dad6cfa,USER_040,user,2026-04-14 09:08:59,185.92.11.93,Unknown,0.0,0.0,Login Portal,Password,1,login,Bot_Device,Failure,Attack,Credential Stuffing
13e36995,USER_119,user,2026-09-07 08:59:38,194.182.28.108,Chennai,13.0827,80.2707,Finance_Server,MFA,120,login->finance->hr->git->logout,MacOS_M2,Success,Attack,Insider Drift
4262c2d6,USER_041,user,2026-07-23 14:54:33,185.92.11.189,Unknown,0.0,0.0,Login Portal,Password,1,login,Bot_Device,Failure,Attack,Credential Stuffing
30c47b13,USER_157,user,2026-04-04 04:11:29,174.114.15.62,Bangalore,12.9716,77.5946,Payroll_DB,MFA,180,login->download->download->download->logout,Windows11_Dell,Success,Attack,Low and Slow
cd016c49,USER_132,user,2026-05-17 03:16:28,204.197.11.132,Pune,18.5204,73.8567,Email_Server,Password,1,login,Windows11_Dell,Failure,Attack,Brute Force
e373adb5,USER_095,user,2026-01-20 02:56:04,218.6.241.50,New York,40.7128,-74.006,VPN,Password,20,login->vpn,Unknown_Device,Success,Attack,Impossible Travel
10ee0409,USER_183,user,2026-08-19 23:57:16,84.192.6.218,London,51.5072,-0.1276,VPN,Password,20,login->vpn,Unknown_Device,Success,Attack,Impossible Travel
a66c8149,USER_154,user,2026-01-09 14:12:22,140.159.201.87,Mumbai,19.076,72.8777,Employee_API,Password,1,login,Android_Device,Failure,Attack,Brute Force
e04d0b82,USER_017,user,2026-01-25 04:47:42,113.209.35.214,Pune,18.5204,73.8567,Sales_Dashboard,Password,25,login,Spoofed_Device,Success,Attack,Device Spoofing
07eb9a41,USER_157,user,2026-12-09 15:35:45,125.198.44.185,Bangalore,12.9716,77.5946,Sales_Dashboard,Password,1,login,Windows11_Dell,Failure,Attack,Brute Force
d26999fa,USER_152,user,2026-12-13 08:45:17,208.16.107.60,Tokyo,35.6762,139.6503,Finance_Server,MFA,120,login->finance->hr->git->logout,MacOS_M2,Success,Attack,Insider Drift
